TransactionID,UserID,Timestamp,TransactionAmount,TransactionType,AccountBalance,Anomaly
60,1083,2024-03-29 06:56:27.543492,926.82,Deposit,-10959.253999999999,0
61,1091,2025-01-13 18:49:33.543492,1849.96,Withdrawal,-10404.266,0
62,1059,2024-11-30 18:36:32.543492,1898.65,Deposit,-10973.860999999999,0
63,1070,2024-09-28 03:16:38.543492,4966.2,Loan Payment,-12463.721,0
64,1043,2024-07-11 15:00:30.543492,4974.32,Deposit,-13956.017,0
65,1007,2024-06-15 16:16:54.543492,618.19,Loan Disbursement,-14141.474,0
66,1046,2024-10-27 18:19:12.543492,3643.55,Withdrawal,-13048.409,0
67,1034,2024-05-31 03:00:56.543492,306.14,Deposit,-13140.251,0
68,1077,2024-08-23 00:16:27.543492,199.45,Deposit,-13200.086,0
69,1080,2024-02-29 20:00:52.543492,571.4,Deposit,-13028.666,0
70,1035,2024-04-03 04:58:59.543492,4829.15,Deposit,-14477.411,0
71,1049,2024-06-24 14:03:26.543492,4707.27,Deposit,-13065.23,0
72,1003,2024-04-17 15:15:19.543492,1009.94,Deposit,-13368.212,0
73,1001,2024-07-18 16:02:13.543492,850.28,Withdrawal,-13623.296,0
74,1005,2024-02-08 06:17:54.543492,1240.65,Loan Disbursement,-13995.491,0
75,1053,2025-01-28 15:30:10.543492,2601.96,Loan Disbursement,-14776.079,0
76,1003,2024-02-04 22:50:19.543492,2870.04,Deposit,-15637.091,0
77,1053,2024-10-16 15:42:14.543492,1146.89,Withdrawal,-15981.158,0
78,1092,2024-04-06 09:04:01.543492,3795.28,Deposit,-17119.742,0
79,1062,2024-03-27 11:43:59.543492,1582.29,Loan Payment,-17594.429,0
80,1017,2025-01-10 11:00:43.543492,4614.55,Loan Disbursement,-18978.794,0
81,1089,2024-09-27 23:45:26.543492,3300.78,Deposit,-19969.028000000002,0
82,1043,2024-05-28 22:47:40.543492,2209.94,Withdrawal,-20632.010000000002,0
83,1033,2024-10-15 04:11:46.543492,3960.06,Loan Disbursement,-21820.028000000002,0
84,1073,2024-06-15 20:57:54.543492,4098.68,Withdrawal,-20590.424000000003,0
85,1061,2024-09-20 11:23:19.543492,1487.88,Loan Payment,-21036.788000000004,0
86,1099,2024-03-19 00:22:50.543492,1731.59,Deposit,-20517.311000000005,0
87,1013,2024-03-05 07:54:57.543492,4682.98,Loan Payment,-19112.417000000005,0
88,1094,2024-04-21 14:31:50.543492,865.47,Loan Disbursement,-19372.058000000005,0
89,1047,2025-01-13 19:54:31.543492,258.64,Deposit,-19294.466000000004,0
90,1014,2024-02-21 18:48:46.543492,2297.57,Loan Disbursement,-19983.737000000005,0
91,1071,2025-01-07 13:56:40.543492,4015.99,Deposit,-21188.534000000003,0
92,1077,2024-08-05 18:11:51.543492,3869.76,Withdrawal,-20027.606000000003,0
93,1086,2024-11-28 16:15:53.543492,4601.68,Loan Disbursement,-18647.102000000003,0
94,1061,2024-06-03 17:49:17.543492,2689.34,Loan Payment,-17840.300000000003,0
95,1039,2025-01-28 11:22:11.543492,545.32,Loan Payment,-18003.896000000004,0
96,1084,2024-08-10 06:06:19.543492,2964.01,Withdrawal,-17114.693000000003,0
97,1079,2024-05-12 03:27:02.543492,3903.06,Withdrawal,-15943.775000000001,0
98,1081,2024-11-01 20:04:04.543492,511.97,Loan Payment,-15790.184000000001,0
99,1052,2024-07-26 15:13:06.543492,904.65,Withdrawal,-16061.579000000002,0
100,1023,2024-10-23 22:08:17.543492,110.84,Deposit,-16094.831000000002,0
101,1025,2024-07-29 23:38:08.543492,2988.58,Loan Payment,-15198.257000000001,0
102,1088,2024-12-16 01:30:52.543492,4439.34,Loan Disbursement,-13866.455000000002,0
103,1059,2024-02-20 15:40:46.543492,3369.78,Loan Payment,-12855.521000000002,0
104,1040,2024-07-23 15:04:17.543492,4911.1,Withdrawal,-11382.191000000003,0
105,1028,2024-06-24 04:48:27.543492,362.02,Deposit,-11273.585000000003,0
106,1014,2024-06-01 03:26:34.543492,4519.86,Loan Disbursement,-9917.627000000002,0
107,1044,2024-05-29 20:23:31.543492,4079.64,Loan Payment,-8693.735000000002,0
108,1064,2025-01-03 16:39:16.543492,1605.5,Loan Payment,-9175.385000000002,0
109,1088,2025-01-15 07:53:04.543492,4868.96,Loan Disbursement,-7714.697000000002,0
110,1070,2024-03-06 03:45:54.543492,1475.29,Deposit,-7272.110000000002,0
111,1008,2024-02-21 22:56:13.543492,4452.06,Withdrawal,-8607.728000000003,0
112,1087,2025-01-08 07:05:48.543492,4409.71,Withdrawal,-7284.815000000002,0
113,1000,2024-10-09 14:16:27.543492,3800.41,Withdrawal,-8424.938000000002,0
114,1007,2024-02-13 13:05:31.543492,2839.18,Withdrawal,-7573.184000000001,0
115,1087,2024-07-28 22:30:54.543492,644.01,Loan Disbursement,-7766.387000000001,0
116,1062,2024-09-04 18:02:03.543492,2683.26,Deposit,-6961.409000000001,0
117,1010,2024-04-05 16:00:17.543492,1816.14,Deposit,-6416.567000000001,0
118,1080,2024-03-08 20:08:36.543492,3971.47,Loan Payment,-7608.008000000002,0
119,1007,2024-04-26 05:44:23.543492,3802.74,Loan Payment,-8748.830000000002,0
120,1034,2024-03-19 01:44:32.543492,4557.53,Deposit,-10116.089000000002,0
121,1034,2024-07-28 21:23:54.543492,123.41,Loan Payment,-10079.066000000003,0
122,1032,2024-08-07 04:30:35.543492,4055.06,Deposit,-8862.548000000003,0
123,1004,2025-01-09 11:28:06.543492,4695.39,Loan Disbursement,-7453.931000000002,0
124,1040,2024-02-11 09:35:23.543492,3957.04,Loan Disbursement,-6266.819000000002,0
125,1027,2024-02-11 01:56:25.543492,694.46,Withdrawal,-6058.4810000000025,0
126,1006,2024-06-30 21:11:58.543492,452.33,Deposit,-6194.180000000002,0
127,1072,2024-04-17 00:38:39.543492,153.18,Loan Disbursement,-6148.226000000002,0
128,1071,2024-06-19 02:37:54.543492,3162.29,Deposit,-7096.913000000002,0
129,1011,2024-08-07 01:17:56.543492,3166.88,Loan Payment,-8046.977000000003,0
130,1033,2024-04-16 15:27:01.543492,4935.22,Deposit,-6566.411000000003,0
131,1032,2024-09-28 10:09:53.543492,2020.31,Withdrawal,-5960.318000000003,0
132,1047,2024-03-23 06:46:32.543492,1692.94,Withdrawal,-6468.200000000003,0
133,1022,2024-09-24 08:57:58.543492,3140.9,Loan Disbursement,-5525.930000000002,0
134,1061,2024-05-04 20:01:57.543492,4136.76,Loan Payment,-6766.958000000002,0
135,1087,2024-03-22 11:20:40.543492,4687.03,Loan Payment,-5360.849000000002,0
136,1036,2024-12-23 15:14:59.543492,4025.46,Deposit,-6568.487000000002,0
137,1098,2024-09-30 22:39:31.543492,2162.04,Loan Payment,-5919.875000000002,0
138,1043,2024-11-22 13:05:54.543492,3192.83,Withdrawal,-4962.026000000002,0
139,1085,2024-02-22 08:04:37.543492,4288.68,Loan Disbursement,-3675.4220000000014,0
140,1090,2024-10-26 13:40:35.543492,2478.52,Loan Disbursement,-4418.978000000001,0
141,1034,2024-05-22 19:29:55.543492,1122.6,Loan Disbursement,-4082.1980000000012,0
142,1064,2024-04-25 16:10:55.543492,890.13,Loan Payment,-4349.237000000001,0
143,1098,2025-01-31 15:12:38.543492,50.78,Loan Payment,-4334.003000000001,0
144,1046,2024-06-30 09:50:40.543492,3605.28,Withdrawal,-3252.419000000001,0
145,1077,2025-01-12 11:48:56.543492,599.93,Deposit,-3432.398000000001,0
146,1002,2024-06-23 21:32:00.543492,1257.0,Deposit,-3809.4980000000014,0
147,1000,2024-10-16 18:50:26.543492,1524.49,Loan Disbursement,-4266.845000000001,0
148,1004,2024-02-12 09:17:08.543492,2823.88,Loan Disbursement,-3419.6810000000014,0
149,1089,2024-03-12 07:58:08.543492,2019.89,Loan Payment,-2813.7140000000013,0
150,1013,2024-03-12 02:46:35.543492,3389.64,Loan Disbursement,-1796.8220000000015,0
151,1026,2024-06-04 20:43:51.543492,325.41,Withdrawal,-1699.1990000000014,0
152,1008,2024-08-06 13:50:09.543492,663.5,Withdrawal,-1500.1490000000013,0
153,1078,2024-07-25 13:44:49.543492,2521.1,Loan Disbursement,-743.8190000000013,0
154,1014,2024-05-22 14:27:56.543492,1717.98,Loan Disbursement,-228.42500000000132,0
155,1089,2024-07-14 16:35:25.543492,1514.28,Loan Disbursement,-682.7090000000012,0
156,1041,2024-05-13 16:46:34.543492,381.79,Loan Disbursement,-568.1720000000012,0
157,1076,2024-06-22 22:05:27.543492,4483.81,Loan Disbursement,-1913.3150000000014,0
158,1050,2024-09-15 17:35:10.543492,3474.5,Withdrawal,-870.9650000000015,0
159,1062,2024-08-10 08:19:35.543492,652.01,Deposit,-1066.5680000000016,0
160,1095,2025-01-02 21:23:45.543492,371.98,Withdrawal,-1178.1620000000016,0
161,1051,2024-11-19 03:35:45.543492,4875.62,Withdrawal,-2640.848000000002,0
162,1095,2024-10-11 11:03:32.543492,3421.8,Loan Disbursement,-1614.3080000000018,0
163,1003,2024-12-06 00:16:53.543492,2116.41,Deposit,-2249.2310000000016,0
164,1093,2024-11-07 19:44:05.543492,3523.57,Loan Disbursement,-3306.3020000000015,0
165,1022,2024-03-06 23:35:48.543492,3793.84,Withdrawal,-4444.4540000000015,0
166,1014,2024-09-19 20:28:40.543492,3910.81,Deposit,-5617.697000000002,0
167,1042,2024-10-11 06:41:27.543492,2415.49,Loan Payment,-4893.050000000002,0
168,1028,2024-05-31 02:44:09.543492,2177.92,Loan Disbursement,-4239.674000000002,0
169,1035,2024-09-17 09:41:59.543492,104.59,Loan Payment,-4208.297000000001,0
170,1012,2024-07-01 07:59:27.543492,4636.46,Loan Payment,-2817.3590000000013,0
171,1031,2024-03-16 08:28:58.543492,3036.37,Loan Payment,-3728.2700000000013,0
172,1070,2025-01-16 09:06:57.543492,1055.61,Loan Payment,-3411.5870000000014,0
173,1058,2024-05-12 04:12:45.543492,4602.04,Deposit,-4792.199000000001,0
174,1085,2024-11-19 04:10:38.543492,4578.91,Loan Disbursement,-3418.5260000000017,0
175,1027,2024-12-02 02:51:19.543492,4946.46,Deposit,-4902.464000000002,0
176,1065,2024-05-08 02:15:29.543492,4376.58,Loan Disbursement,-6215.438000000002,0
177,1041,2025-01-05 23:52:07.543492,4989.03,Loan Disbursement,-7712.147000000001,0
178,1044,2024-11-11 05:49:14.543492,1261.2,Loan Disbursement,-8090.507000000001,0
179,1061,2024-10-15 17:29:28.543492,4219.14,Deposit,-6824.765000000001,0
180,1056,2024-05-18 22:44:59.543492,4123.99,Withdrawal,-5587.568000000001,0
181,1005,2024-09-23 03:46:49.543492,1193.15,Loan Payment,-5945.513000000001,0
182,1027,2024-12-27 20:51:56.543492,537.27,Withdrawal,-6106.694,0
183,1027,2024-05-18 14:13:23.543492,4898.13,Withdrawal,-4637.255,0
184,1043,2024-06-26 19:16:47.543492,1515.32,Withdrawal,-4182.659000000001,0
185,1083,2024-11-01 23:32:52.543492,4360.91,Loan Payment,-2874.3860000000004,0
186,1029,2024-11-18 11:00:20.543492,70.43,Withdrawal,-2895.5150000000003,0
187,1061,2024-10-03 18:36:44.543492,154.07,Loan Payment,-2941.7360000000003,0
188,1074,2024-03-26 05:46:01.543492,2356.06,Loan Payment,-3648.554,0
189,1091,2024-11-21 09:48:29.543492,1231.64,Loan Payment,-4018.0460000000003,0
190,1088,2024-06-27 12:39:19.543492,3464.71,Loan Disbursement,-2978.6330000000003,0
191,1061,2024-10-13 06:33:23.543492,2849.54,Loan Disbursement,-3833.495,0
192,1096,2024-07-24 03:04:42.543492,433.55,Withdrawal,-3703.4300000000003,0
193,1000,2024-04-06 01:07:17.543492,855.01,Loan Disbursement,-3959.933,0
194,1026,2024-10-30 01:08:23.543492,1970.84,Loan Payment,-3368.6810000000005,0
195,1061,2024-07-25 15:01:12.543492,968.74,Loan Disbursement,-3659.303000000001,0
196,1076,2024-04-21 04:53:04.543492,3971.5,Loan Payment,-2467.853000000001,0
197,1002,2025-01-10 19:28:01.543492,2109.55,Deposit,-1834.9880000000012,0
198,1069,2024-04-29 06:23:40.543492,512.49,Loan Disbursement,-1988.735000000001,0
199,1071,2025-01-15 17:12:34.543492,2447.5,Withdrawal,-1254.485000000001,0
200,1026,2024-05-21 10:53:27.543492,499.65,Deposit,-1104.590000000001,0
201,1008,2024-10-04 06:09:47.543492,688.24,Deposit,-898.1180000000011,1
202,1061,2024-03-05 20:52:15.543492,1236.07,Loan Disbursement,-1268.9390000000012,0
203,1036,2024-07-05 11:04:29.543492,4304.66,Loan Disbursement,-2560.3370000000014,0
204,1096,2024-12-12 20:47:28.543492,4626.83,Withdrawal,-3948.3860000000013,0
205,1050,2024-11-03 22:15:58.543492,4139.98,Deposit,-5190.380000000001,0
206,1043,2024-04-20 06:38:37.543492,1703.68,Loan Payment,-4679.276000000001,0
207,1023,2024-10-09 16:55:27.543492,1398.61,Loan Disbursement,-4259.693000000001,0
208,1078,2024-03-02 13:51:30.543492,2768.32,Deposit,-5090.189000000001,0
209,1058,2024-12-10 13:06:15.543492,3623.17,Deposit,-4003.238000000001,0
210,1031,2024-08-28 10:52:31.543492,4967.2,Loan Payment,-5493.398000000001,0
211,1095,2024-11-17 17:15:05.543492,701.28,Deposit,-5703.782000000001,0
212,1087,2025-01-27 09:19:39.543492,294.0,Loan Disbursement,-5615.582000000001,0
213,1051,2024-06-22 02:57:06.543492,3487.06,Loan Payment,-6661.700000000001,0
214,1061,2025-01-10 11:04:39.543492,4169.52,Loan Disbursement,-5410.844000000001,0
215,1057,2024-05-26 18:32:04.543492,4239.43,Withdrawal,-6682.673000000001,0
216,1051,2024-03-15 12:27:23.543492,3408.39,Deposit,-7705.1900000000005,0
217,1011,2024-06-27 07:40:45.543492,4772.38,Loan Disbursement,-9136.904,0
218,1038,2024-07-23 14:11:46.543492,2579.47,Loan Disbursement,-8363.063,0
219,1001,2024-12-28 17:54:37.543492,4573.38,Withdrawal,-9735.077,0
220,1002,2025-01-25 15:12:48.543492,4840.67,Deposit,-8282.876,0
221,1055,2024-09-01 14:41:11.543492,4243.43,Loan Disbursement,-9555.905,0
222,1080,2024-08-26 12:31:41.543492,1583.3,Loan Payment,-10030.895,0
223,1058,2024-04-16 08:10:45.543492,1021.27,Loan Disbursement,-9724.514000000001,0
224,1001,2024-12-14 13:18:41.543492,2763.19,Loan Disbursement,-8895.557,0
225,1001,2024-07-10 04:58:29.543492,2292.42,Loan Disbursement,-8207.831,0
226,1091,2024-04-10 07:43:08.543492,4394.9,Loan Disbursement,-6889.361000000001,0
227,1053,2024-03-26 20:19:40.543492,545.16,Deposit,-6725.813000000001,0
228,1086,2025-01-20 15:02:11.543492,1325.81,Loan Disbursement,-6328.070000000001,0
229,1095,2024-05-05 20:25:11.543492,3771.4,Withdrawal,-7459.490000000002,0
230,1096,2024-11-25 14:12:22.543492,520.18,Loan Disbursement,-7303.4360000000015,0
231,1000,2024-02-06 04:34:48.543492,1637.78,Loan Payment,-7794.770000000002,0
232,1018,2024-11-09 23:43:41.543492,1966.42,Loan Payment,-8384.696000000002,0
233,1001,2025-01-05 02:36:53.543492,3131.84,Loan Disbursement,-9324.248000000001,0
234,1052,2024-11-28 01:16:57.543492,832.76,Loan Disbursement,-9074.420000000002,0
235,1043,2024-07-09 11:56:14.543492,4309.99,Withdrawal,-10367.417000000001,0
236,1089,2024-12-02 12:03:55.543492,2265.33,Withdrawal,-11047.016000000001,0
237,1031,2024-09-03 09:13:28.543492,4589.26,Deposit,-12423.794000000002,0
238,1069,2024-11-15 17:38:46.543492,2365.96,Deposit,-11714.006000000001,0
239,1031,2024-04-05 15:32:45.543492,1411.45,Loan Payment,-12137.441,0
240,1067,2024-04-25 15:23:38.543492,752.05,Loan Disbursement,-11911.826000000001,0
241,1054,2024-10-12 05:48:23.543492,68.54,Loan Disbursement,-11932.388,0
242,1074,2024-07-20 09:46:01.543492,2684.18,Withdrawal,-11127.134000000002,1
243,1055,2024-02-19 13:38:15.543492,580.43,Withdrawal,-10953.005000000001,0
244,1016,2024-03-11 11:12:51.543492,1989.05,Deposit,-11549.720000000001,0
245,1037,2024-10-19 20:37:58.543492,2966.9,Deposit,-12439.79,0
246,1023,2024-10-30 03:20:29.543492,1414.65,Loan Payment,-12015.395,0
247,1068,2024-12-28 15:01:31.543492,917.36,Withdrawal,-11740.187,0
248,1097,2025-01-05 14:35:51.543492,3884.87,Loan Disbursement,-10574.726,0
249,1069,2024-07-30 22:16:02.543492,4736.62,Withdrawal,-11995.712,0
250,1085,2024-10-27 16:46:43.543492,547.18,Withdrawal,-12159.866,0
251,1010,2024-12-07 03:27:32.543492,820.17,Withdrawal,-12405.917,0
252,1015,2024-03-22 10:31:54.543492,4802.06,Deposit,-13846.535,0
253,1096,2024-05-01 10:42:46.543492,237.03,Loan Disbursement,-13917.644,0
254,1072,2024-02-15 14:55:13.543492,4889.28,Loan Disbursement,-12450.86,0
255,1058,2024-08-31 18:53:13.543492,72.99,Deposit,-12428.963,0
256,1069,2024-12-15 09:57:25.543492,4374.66,Deposit,-11116.565,0
257,1079,2024-02-24 09:57:49.543492,1571.26,Loan Disbursement,-10645.187,0
258,1092,2024-06-28 13:42:20.543492,4696.01,Loan Payment,-9236.384,0
259,1002,2024-07-19 14:04:46.543492,1618.88,Withdrawal,-8750.72,0
260,1019,2024-06-11 21:27:03.543492,3288.82,Loan Disbursement,-9737.366,0
261,1058,2024-06-14 23:50:01.543492,446.16,Deposit,-9603.518,0
262,1035,2024-02-10 14:45:13.543492,1249.53,Loan Disbursement,-9978.377,0
263,1018,2024-03-24 22:16:33.543492,3879.71,Withdrawal,-11142.29,0
264,1089,2024-09-09 21:42:55.543492,2666.99,Loan Disbursement,-11942.387,0
265,1066,2024-02-06 18:19:13.543492,4643.45,Deposit,-13335.422,0
266,1018,2024-06-19 02:26:27.543492,2172.32,Loan Payment,-12683.726,0
267,1019,2024-12-11 05:43:02.543492,4355.57,Deposit,-11377.055,0
268,1095,2024-08-09 04:56:18.543492,2272.33,Loan Payment,-12058.754,0
269,1070,2024-04-12 01:50:34.543492,4897.28,Withdrawal,-13527.938,0
270,1051,2024-09-15 17:22:04.543492,4801.18,Deposit,-12087.584,0
271,1032,2024-02-15 05:58:03.543492,1679.23,Loan Disbursement,-11583.815,0
272,1039,2024-11-24 23:39:45.543492,4435.32,Deposit,-10253.219000000001,0
273,1038,2024-09-26 19:08:17.543492,4245.68,Deposit,-11526.923,0
274,1081,2024-12-06 05:33:33.543492,1092.87,Withdrawal,-11199.062,0
275,1000,2025-01-22 05:31:49.543492,3140.24,Loan Payment,-10256.99,0
276,1010,2024-11-03 04:08:01.543492,409.78,Loan Payment,-10379.923999999999,0
277,1091,2024-03-06 16:36:36.543492,4191.72,Loan Disbursement,-11637.439999999999,0
278,1056,2024-03-17 02:32:03.543492,914.0,Deposit,-11363.239999999998,1
279,1088,2024-07-09 11:38:26.543492,400.53,Withdrawal,-11483.398999999998,0
280,1049,2024-06-02 22:50:49.543492,2031.08,Loan Payment,-12092.722999999998,0
281,1022,2024-05-14 23:22:22.543492,2905.76,Loan Disbursement,-12964.450999999997,0
282,1030,2024-08-16 16:12:47.543492,4281.84,Loan Payment,-14249.002999999997,0
283,1093,2025-01-10 07:16:11.543492,4872.5,Loan Disbursement,-15710.752999999997,0
284,1041,2025-01-19 10:16:17.543492,2225.49,Loan Payment,-15043.105999999996,0
285,1098,2024-11-29 00:38:47.543492,349.21,Loan Disbursement,-14938.342999999995,0
286,1006,2024-04-21 07:57:02.543492,3758.12,Loan Payment,-13810.906999999996,0
287,1015,2024-10-03 22:25:01.543492,2847.61,Loan Payment,-12956.623999999996,0
288,1089,2024-05-09 14:51:48.543492,2267.06,Deposit,-12276.505999999996,0
289,1059,2024-05-13 15:35:33.543492,1580.88,Loan Disbursement,-12750.769999999995,0
290,1001,2024-12-16 09:29:30.543492,2536.87,Loan Disbursement,-11989.708999999995,0
291,1000,2024-11-14 21:24:37.543492,1726.46,Deposit,-11471.770999999995,0
292,1047,2024-07-10 09:51:50.543492,3797.21,Deposit,-12610.933999999996,0
293,1011,2024-12-10 22:14:53.543492,2742.27,Loan Payment,-11788.252999999995,0
294,1068,2024-08-24 19:26:49.543492,4390.4,Loan Payment,-10471.132999999994,0
295,1036,2024-10-03 15:33:54.543492,2740.54,Loan Payment,-9648.970999999994,0
296,1031,2024-12-26 23:57:11.543492,1229.4,Deposit,-9280.150999999994,0
297,1008,2024-09-17 06:16:22.543492,4262.9,Loan Payment,-10559.020999999993,0
298,1098,2024-12-16 01:48:21.543492,2808.23,Deposit,-11401.489999999993,0
299,1018,2024-06-01 16:03:48.543492,1073.86,Loan Payment,-11723.647999999992,0
300,1047,2024-09-18 23:11:00.543492,3136.36,Deposit,-12664.555999999991,0
301,1079,2024-12-08 06:23:34.543492,1820.7,Loan Disbursement,-12118.34599999999,0
302,1002,2024-04-26 06:27:32.543492,4229.81,Withdrawal,-10849.402999999991,0
303,1019,2025-01-30 07:44:53.543492,2293.83,Loan Payment,-10161.253999999992,0
304,1023,2024-10-28 14:05:33.543492,3645.88,Loan Payment,-9067.489999999993,0
305,1053,2024-08-01 04:21:25.543492,522.9,Deposit,-8910.619999999992,0
306,1032,2024-10-17 19:36:55.543492,2010.32,Loan Disbursement,-8307.523999999992,0
307,1023,2024-12-05 07:09:45.543492,4917.05,Loan Disbursement,-6832.408999999992,0
308,1074,2024-10-23 11:11:54.543492,4051.88,Loan Payment,-8047.972999999993,0
309,1071,2024-06-24 09:01:59.543492,841.71,Deposit,-8300.485999999994,0
310,1035,2024-11-19 06:33:24.543492,1424.93,Deposit,-8727.964999999993,0
311,1037,2025-01-16 17:21:05.543492,1682.59,Withdrawal,-9232.741999999993,0
312,1083,2024-02-20 20:49:50.543492,3269.31,Loan Disbursement,-10213.534999999993,0
313,1098,2024-10-25 04:16:24.543492,3797.12,Withdrawal,-11352.670999999993,0
314,1088,2024-12-08 19:49:24.543492,3760.16,Loan Disbursement,-12480.718999999994,0
315,1098,2024-08-19 00:32:49.543492,2573.88,Loan Payment,-11708.554999999993,0
316,1024,2024-11-26 23:36:46.543492,4063.56,Loan Payment,-10489.486999999994,0
317,1092,2024-08-02 14:23:44.543492,2213.54,Deposit,-9825.424999999994,0
318,1017,2024-10-21 17:58:38.543492,663.21,Deposit,-9626.461999999994,0
319,1081,2024-11-24 18:54:40.543492,2843.99,Deposit,-10479.658999999994,0
320,1065,2024-10-23 05:30:00.543492,4763.89,Loan Disbursement,-11908.825999999994,0
321,1053,2024-10-10 04:48:52.543492,3975.32,Deposit,-13101.421999999993,0
322,1034,2024-04-02 20:22:21.543492,2914.57,Loan Payment,-13975.792999999992,0
